name;vendor;category;functionality;expiration;service_name;service_url
_pk_ses*;Matomo;Statistics (anonymous);tostore a unique session ID.;session;Matomo;https://cookiedatabase.org/service/matomo/
_pk_hsr;Matomo;Statistics (anonymous);with unknown functionality;30 minutes;Matomo;https://cookiedatabase.org/service/matomo/
_pk_id*;Matomo;Statistics (anonymous);tostore a unique user ID.;13 months;Matomo;https://cookiedatabase.org/service/matomo/
mtc_id;Mautic;Unknown;tostore a unique user ID.;session;Mautic;https://cookiedatabase.org/service/mautic/
mtc_sid;Mautic;Unknown;tostore a unique user ID.;session;Mautic;https://cookiedatabase.org/service/mautic/
mautic_device_id;Mautic;Marketing;toStore and track interaction.;1 year;Mautic;https://cookiedatabase.org/service/mautic/
mautic_referer_id;Mautic;Functional;tostore referrer ID's.;30 minutes;Mautic;https://cookiedatabase.org/service/mautic/
mautic_focus_*;Mautic;Functional;toprovide a responsive website.;various;Mautic;https://cookiedatabase.org/service/mautic/
maxmegamenu.themeeditor;Max Mega Menu;Functional;with unknown functionality;at least one session;Max Mega Menu;https://cookiedatabase.org/service/max-mega-menu/
trustedsite_visit;McAfee;Statistics;tostore number of visits.;persistent;McAfee;https://cookiedatabase.org/service/mcafee/
mautic_session_id;Mautic;Marketing;tostore a unique session ID.;1 year;Mautic;https://cookiedatabase.org/service/mautic/
metaslider-vuex*;Metaslider;Functional;with unknown functionality;at least one session;Metaslider;https://cookiedatabase.org/service/metaslider/
mediavine_session;Mediavine;Unknown;with unknown functionality;1 day;Mediavine;https://cookiedatabase.org/service/mediavine/
_uetvid;Microsoft Ads;Marketing;tostore and track visits across websites.;13 months;Microsoft Ads;https://cookiedatabase.org/service/bing-ads/
_uetvid_exp;Microsoft Ads;Functional;with unknown functionality;persistent;Microsoft Ads;https://cookiedatabase.org/service/bing-ads/
_uetmsclkid;Microsoft Ads;Marketing;tostore performed actions on the website.;session;Microsoft Ads;https://cookiedatabase.org/service/bing-ads/
_uetsid_exp;Microsoft Ads;Functional;with unknown functionality;persistent;Microsoft Ads;https://cookiedatabase.org/service/bing-ads/
_cltk;Microsoft Clarity;Statistics;toStore and track interaction.;at least one session;Microsoft Clarity;https://cookiedatabase.org/service/microsoft/
_uetsid;Microsoft Ads;Marketing;tostore and track visits across websites.;1 day;Microsoft Ads;https://cookiedatabase.org/service/bing-ads/
_clck;Microsoft Clarity;Marketing;tostore a unique user ID.;1 year;Microsoft Clarity;https://cookiedatabase.org/service/microsoft/
_clsk;Microsoft Clarity;Statistics;tostore and combine pageviews by a user into a single session recording.;1 day;Microsoft Clarity;https://cookiedatabase.org/service/microsoft/
ANONCHK;Microsoft Clarity;Marketing;with unknown functionality;at least one session;Microsoft Clarity;https://cookiedatabase.org/service/microsoft/
MUID;Microsoft Clarity;Marketing;tostore and track visits across websites.;1 year;Microsoft Clarity;https://cookiedatabase.org/service/microsoft/
mp_*_mixpanel;Mixpanel;Statistics;with unknown functionality;1 year;Mixpanel;https://cookiedatabase.org/service/mixpanel/
*_mixpanel;Mixpanel;Statistics;with unknown functionality;1 year;Mixpanel;https://cookiedatabase.org/service/mixpanel/
mixpanel_distinct_id;Mixpanel;Marketing;tostore a unique user ID,store account details.;persistent;Mixpanel;https://cookiedatabase.org/service/mixpanel/
mixpanel;Mixpanel;Statistics;with unknown functionality;1 year;Mixpanel;https://cookiedatabase.org/service/mixpanel/
mphb_check_in_date;MotoPress;Functional;tostore user preferences.;session;MotoPress;https://cookiedatabase.org/service/motopress/
mphb_check_out_date;MotoPress;Functional;tostore user preferences.;session;MotoPress;https://cookiedatabase.org/service/motopress/
mphb_checkout_step;MotoPress;Functional;tostore user preferences.;session;MotoPress;https://cookiedatabase.org/service/motopress/
mphb_rooms_details;MotoPress;Functional;tostore user preferences.;session;MotoPress;https://cookiedatabase.org/service/motopress/
mphb_session;MotoPress;Unknown;with unknown functionality;session;MotoPress;https://cookiedatabase.org/service/motopress/
*_mf;MouseFlow;Unknown;with unknown functionality;at least one session;MouseFlow;https://cookiedatabase.org/service/mouseflow/
mt_unique_id;My Tickets;Unknown;with unknown functionality;1 week;My Tickets;https://cookiedatabase.org/service/my-tickets/
_mccss_enable_invisibles_;Mycustomcss;Unknown;with unknown functionality;at least one session;Mycustomcss;https://cookiedatabase.org/service/mycustomcss/
mr_post_save_rating-*;Multi Rating;Unknown;with unknown functionality;at least one session;Multi Rating;https://cookiedatabase.org/service/multi-rating/
ei_client_id;New Relic;Unknown;with unknown functionality;at least one session;New Relic;https://cookiedatabase.org/service/new-relic/
NRREFP;New Relic;Unknown;with unknown functionality;at least one session;New Relic;https://cookiedatabase.org/service/new-relic/
NRREFL;New Relic;Unknown;with unknown functionality;at least one session;New Relic;https://cookiedatabase.org/service/new-relic/
nitropack_apwarning;Nitropack;Functional;with unknown functionality;at least one session;Nitropack;https://cookiedatabase.org/service/nitropack/
NRMLID;New Relic;Unknown;with unknown functionality;at least one session;New Relic;https://cookiedatabase.org/service/new-relic/
NRMPID;New Relic;Unknown;with unknown functionality;at least one session;New Relic;https://cookiedatabase.org/service/new-relic/
nitroCachedPage;Nitropack;Functional;toprovide load balancing functionality.;at least one session;Nitropack;https://cookiedatabase.org/service/nitropack/
olark-next-convo-id;Olark;Functional;with unknown functionality;persistent;Olark;https://cookiedatabase.org/service/olark/
_okdetect;Olark;Unknown;with unknown functionality;at least one session;Olark;https://cookiedatabase.org/service/olark/
nitropack_webhook_sync;Nitropack;Functional;toprovide functions across pages.;at least one session;Nitropack;https://cookiedatabase.org/service/nitropack/
_okck;Olark;Unknown;with unknown functionality;at least one session;Olark;https://cookiedatabase.org/service/olark/
_okla;Olark;Unknown;with unknown functionality;at least one session;Olark;https://cookiedatabase.org/service/olark/
_okac;Olark;Unknown;with unknown functionality;at least one session;Olark;https://cookiedatabase.org/service/olark/
_okgid;Olark;Unknown;with unknown functionality;at least one session;Olark;https://cookiedatabase.org/service/olark/
_oklv;Olark;Unknown;with unknown functionality;at least one session;Olark;https://cookiedatabase.org/service/olark/
olfsk;Olark;Unknown;with unknown functionality;at least one session;Olark;https://cookiedatabase.org/service/olark/
ONESIGNAL_HTTP_PROMPT_SHOWN;One Signal;Unknown;with unknown functionality;at least one session;One Signal;https://cookiedatabase.org/service/one-signal/
_okbk;Olark;Unknown;with unknown functionality;at least one session;Olark;https://cookiedatabase.org/service/olark/
_ok;Olark;Unknown;with unknown functionality;at least one session;Olark;https://cookiedatabase.org/service/olark/
isPushNotificationsEnabled;One Signal;Marketing;with unknown functionality;persistent;One Signal;https://cookiedatabase.org/service/one-signal/
onesignal-notification-prompt;One Signal;Unknown;tostore if a message has been dismissed.;persistent;One Signal;https://cookiedatabase.org/service/one-signal/
isOptedOut;One Signal;Marketing;with unknown functionality;persistent;One Signal;https://cookiedatabase.org/service/one-signal/
onesignal-pageview-count;One Signal;Unknown;tostore and count pageviews.;session;One Signal;https://cookiedatabase.org/service/one-signal/
OptanonChoice;OneTrust;Functional;tostore cookie consent preferences.;1 year;OneTrust;https://cookiedatabase.org/service/onetrust/
OptanonConsent;OneTrust;Functional;tostore cookie consent preferences.;1 year;OneTrust;https://cookiedatabase.org/service/onetrust/
dao-Mailing-MailingListSegment;OnlineAfspraken;Unknown;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
cacher-requests-Booking-Capacity-Group;OnlineAfspraken;Functional;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
dao-Booking-Capacity-Group;OnlineAfspraken;Functional;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
cacher-requests-Mailing-MailingListSegment;OnlineAfspraken;Functional;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
dao-Mailing-MailingList;OnlineAfspraken;Unknown;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
cacher-requests-Mailing-MailingList;OnlineAfspraken;Functional;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
cacher-requests-Mailing-Campaign;OnlineAfspraken;Unknown;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
cacher-requests-ConsumerForm-Form;OnlineAfspraken;Unknown;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
cacher-requests-ConsumerForm-Field;OnlineAfspraken;Unknown;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
dao-ConsumerForm-FieldLink;OnlineAfspraken;Unknown;with unknown functionality;persistent;OnlineAfspraken;https://cookiedatabase.org/service/onlineafspraken/
OCSESSID;OpenCart;Functional;toprovide functions across pages.;session;OpenCart;https://cookiedatabase.org/service/opencart/
onwbchtsessionrandom;OnWebChat;Marketing;with unknown functionality;at least one session;OnWebChat;https://cookiedatabase.org/service/onwebchat/
onwbchttimesVisited;OnWebChat;Marketing;tostore number of visits.;at least one session;OnWebChat;https://cookiedatabase.org/service/onwebchat/
onwbchtlastvisit;OnWebChat;Marketing;tostore last visit.;at least one session;OnWebChat;https://cookiedatabase.org/service/onwebchat/
onwbchtblocked;OnWebChat;Marketing;toprovide functions across pages.;at least one session;OnWebChat;https://cookiedatabase.org/service/onwebchat/
onwbchtclientid;OnWebChat;Marketing;tostore a unique user ID.;at least one session;OnWebChat;https://cookiedatabase.org/service/onwebchat/
PROFICMS_SESSION_*;onOffice;Functional;tostore user preferences.;5 days;onOffice;https://cookiedatabase.org/service/onoffice/
onwbchtSound;OnWebChat;Functional;tostore user preferences.;at least one session;OnWebChat;https://cookiedatabase.org/service/onwebchat/
optimizely_data*;Optimizely;Unknown;with unknown functionality;at least one session;Optimizely;https://cookiedatabase.org/service/optimizely/
optimizelyOptOut;Optimizely;Functional;tostore cookie consent preferences.;persistent;Optimizely;https://cookiedatabase.org/service/optimizely/
optimizely_data*layer_map;Optimizely;Unknown;with unknown functionality;at least one session;Optimizely;https://cookiedatabase.org/service/optimizely/
optimizely_data$$pending_events;Optimizely;Functional;with unknown functionality;persistent;Optimizely;https://cookiedatabase.org/service/optimizely/
optimizely_data*variation_map;Optimizely;Unknown;with unknown functionality;at least one session;Optimizely;https://cookiedatabase.org/service/optimizely/
optimizely_data*layer_states;Optimizely;Unknown;with unknown functionality;at least one session;Optimizely;https://cookiedatabase.org/service/optimizely/
optimizely_data*event_queue;Optimizely;Unknown;with unknown functionality;at least one session;Optimizely;https://cookiedatabase.org/service/optimizely/
optimizely_data*events;Optimizely;Unknown;with unknown functionality;at least one session;Optimizely;https://cookiedatabase.org/service/optimizely/
optimizely_data*visitor_profile;Optimizely;Unknown;with unknown functionality;at least one session;Optimizely;https://cookiedatabase.org/service/optimizely/
fca_eoi_pagecount;Optin Forms;Statistics;tostore and count pageviews.;at least one session;Optin Forms;https://cookiedatabase.org/service/optin-forms/
optimizely_data*session_state;Optimizely;Unknown;with unknown functionality;at least one session;Optimizely;https://cookiedatabase.org/service/optimizely/
op_*;OptimizePress;Unknown;with unknown functionality;at least one session;OptimizePress;https://cookiedatabase.org/service/optimizepress/
op_arrows_*;OptimizePress;Unknown;with unknown functionality;at least one session;OptimizePress;https://cookiedatabase.org/service/optimizepress/
omWpApi;OptinMonster;Marketing;with unknown functionality;at least one session;OptinMonster;https://cookiedatabase.org/service/optinmonster/
omFoldersClosed;OptinMonster;Preferences;tostore if a message has been dismissed.;persistent;OptinMonster;https://cookiedatabase.org/service/optinmonster/
omFoldersOptin;OptinMonster;Preferences;tostore if a message has been dismissed.;persistent;OptinMonster;https://cookiedatabase.org/service/optinmonster/
omFoldersSeen;OptinMonster;Preferences;tostore if a message has been dismissed.;persistent;OptinMonster;https://cookiedatabase.org/service/optinmonster/
om-session-start;OptinMonster;Marketing;tostore time of visit.;session;OptinMonster;https://cookiedatabase.org/service/optinmonster/
om-session-pageviews;OptinMonster;Marketing;tostore and count pageviews.;session;OptinMonster;https://cookiedatabase.org/service/optinmonster/
omSessionPageviews;OptinMonster;Statistics;tostore and count pageviews.;session;OptinMonster;https://cookiedatabase.org/service/optinmonster/
omSessionStart;OptinMonster;Statistics;tostore time of visit.;session;OptinMonster;https://cookiedatabase.org/service/optinmonster/
omVisitsFirst;OptinMonster;Statistics;tostore a unique user ID.;persistent;OptinMonster;https://cookiedatabase.org/service/optinmonster/
omVisits;OptinMonster;Statistics;tostore number of visits.;persistent;OptinMonster;https://cookiedatabase.org/service/optinmonster/
aHistoryArticles;oxid;Functional;tostore items in shopping cart.;session;oxid;https://cookiedatabase.org/service/oxid/
cmHistory;oxid;Unknown;with unknown functionality;at least one session;oxid;https://cookiedatabase.org/service/oxid/
cookienote;oxid;Unknown;with unknown functionality;at least one session;oxid;https://cookiedatabase.org/service/oxid/
oxid_oxbaseshop;oxid;Unknown;with unknown functionality;at least one session;oxid;https://cookiedatabase.org/service/oxid/
oxid_oxbaseshop_autologin;oxid;Unknown;with unknown functionality;at least one session;oxid;https://cookiedatabase.org/service/oxid/
oribi_user_guid;Oribi;Statistics;with unknown functionality;at least one session;Oribi;https://cookiedatabase.org/service/oribi/
oxyPowerPack;Oxygen Builder;Functional;with unknown functionality;at least one session;Oxygen Builder;https://cookiedatabase.org/service/oxygen-builder/
oxy-modal-*-last-shown-time;Oxygen Builder;Functional;toprovide a responsive website.;session;Oxygen Builder;https://cookiedatabase.org/service/oxygen-builder/
oribi_session;Oribi;Statistics;with unknown functionality;session;Oribi;https://cookiedatabase.org/service/oribi/
pmpro_visit;Paid Membership Pro;Preferences;tostore if a message has been shown.;session;Paid Membership Pro;https://cookiedatabase.org/service/paid_membership_pro/
LPV*;Pardot;Statistics;tostore and count pageviews.;30 minutes;Pardot;https://cookiedatabase.org/service/pardot/
pardot;Pardot;Functional;tostore and track if the browser tab is active.;session;Pardot;https://cookiedatabase.org/service/pardot/
pi_opt_in*;Pardot;Functional;tostore privacy preferences.;persistent;Pardot;https://cookiedatabase.org/service/pardot/
visitor_id*;Pardot;Marketing;tostore a unique user ID.;various;Pardot;https://cookiedatabase.org/service/pardot/
__d_pardot;Pardot;Marketing;tostore a unique user ID.;10 years;Pardot;https://cookiedatabase.org/service/pardot/
visitor_id*-hash;Pardot;Functional;toprovide protection against hackers.;persistent;Pardot;https://cookiedatabase.org/service/pardot/
nsid;PayPal;Functional;toprovide fraud prevention.;session;PayPal;https://cookiedatabase.org/service/paypal/
enforce_policy;PayPal;Functional;tostore privacy preferences.;1 year;PayPal;https://cookiedatabase.org/service/paypal/
ts_c;PayPal;Functional;toprovide fraud prevention.;3 years;PayPal;https://cookiedatabase.org/service/paypal/
tsrce;PayPal;Functional;with unknown functionality;3 days;PayPal;https://cookiedatabase.org/service/paypal/
paypal;PayPal;Functional;toprovide fraud prevention.;persistent;PayPal;https://cookiedatabase.org/service/paypal/
t3D;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
tTDe;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
tTDu;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
__paypal_storage__;PayPal;Functional;tostore account details.;persistent;PayPal;https://cookiedatabase.org/service/paypal/
tTf;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
tAE;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
tADe;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
tMQ;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
tPL;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
tTE;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
tnsApp;Pagebuilder (Various);Functional;toprovide a responsive website.;persistent;Pagebuilder (Various);https://cookiedatabase.org/service/pagebuilder/
auto_saved_sql;phpMyAdmin;Functional;with unknown functionality;persistent;phpMyAdmin;https://cookiedatabase.org/service/phpmyadmin/
exp*;PHP;Functional;toprovide functions across pages.;at least one session;PHP;https://cookiedatabase.org/service/php/
acgroupswithpersist;PHP;Functional;toprovide persistent item display functionality.;session;PHP;https://cookiedatabase.org/service/php/
PHPSESSID;PHP;Functional;toprovide functions across pages.;session;PHP;https://cookiedatabase.org/service/php/
_piggy.alternateStore;Piggy;Unknown;with unknown functionality;at least one session;Piggy;https://cookiedatabase.org/service/piggy/
_piggy.codes;Piggy;Unknown;with unknown functionality;at least one session;Piggy;https://cookiedatabase.org/service/piggy/
_piggy.cashback;Piggy;Unknown;with unknown functionality;at least one session;Piggy;https://cookiedatabase.org/service/piggy/
_piggy.events;Piggy;Unknown;with unknown functionality;at least one session;Piggy;https://cookiedatabase.org/service/piggy/
_piggy.codeDetails;Piggy;Unknown;with unknown functionality;at least one session;Piggy;https://cookiedatabase.org/service/piggy/
_piggy.storeDetails;Piggy;Unknown;with unknown functionality;at least one session;Piggy;https://cookiedatabase.org/service/piggy/
_piggy.cb;Piggy;Unknown;with unknown functionality;at least one session;Piggy;https://cookiedatabase.org/service/piggy/
_piggy.ruleset;Piggy;Unknown;with unknown functionality;at least one session;Piggy;https://cookiedatabase.org/service/piggy/
_piggy.state;Piggy;Unknown;with unknown functionality;at least one session;Piggy;https://cookiedatabase.org/service/piggy/
_pin_unauth;Pinterest;Marketing;tostore the user's usage history.;1 day;Pinterest;https://cookiedatabase.org/service/pinterest/
pitchprint_sessId;PitchPrint;Functional;tostore a unique session ID.;session;PitchPrint;https://cookiedatabase.org/service/pitchprint/
DOPBSP_reservations_calendar;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
DOPBSP_reservations_payment_methods;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
DOPBSP_reservations_status_pending;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
DOPBSP_reservations_per_page;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
DOPBSP_reservations_status_approved;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
DOPBSP_reservations_view;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
DOPBSP_reservations_order_by;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
DOPBSP_reservations_order;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
DOPBSP_reservations_status_rejected;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
DOPBSP_reservations_status_expired;Pinpoint;Unknown;with unknown functionality;at least one session;Pinpoint;https://cookiedatabase.org/service/pinpoint/
pipedriveLeadboosterIsChatOpen_*;Pipedrive;Unknown;with unknown functionality;at least one session;Pipedrive;https://cookiedatabase.org/service/pipedrive/
pipedriveLeadboosterHasChatBeenOpened_*;Pipedrive;Unknown;with unknown functionality;at least one session;Pipedrive;https://cookiedatabase.org/service/pipedrive/
po_assigned_roles;Plugin Organizer;Unknown;with unknown functionality;at least one session;Plugin Organizer;https://cookiedatabase.org/service/plugin-organizer/
podium-website-widget-prompt-dismissed;Podium;Functional;tostore if a message has been dismissed.;1 day;Podium;https://cookiedatabase.org/service/podium/
podium-website-widget-user;Podium;Marketing;tostore information for remarketing purposes.;1 day;Podium;https://cookiedatabase.org/service/podium/
podium-website-widget-session-id;Podium;Marketing;tostore a unique session ID.;1 day;Podium;https://cookiedatabase.org/service/podium/
podium-website-widget-user-id;Podium;Marketing;tostore a unique user ID.;1 day;Podium;https://cookiedatabase.org/service/podium/
plesk-list-type;Plesk;Unknown;with unknown functionality;at least one session;Plesk;https://cookiedatabase.org/service/plesk/
plesk-items-per-page;Plesk;Unknown;with unknown functionality;at least one session;Plesk;https://cookiedatabase.org/service/plesk/
plesk-sort-dir;Plesk;Unknown;with unknown functionality;at least one session;Plesk;https://cookiedatabase.org/service/plesk/
plesk-sort-field;Plesk;Unknown;with unknown functionality;at least one session;Plesk;https://cookiedatabase.org/service/plesk/
PLESKSESSID_INSECURE;Plesk;Unknown;with unknown functionality;at least one session;Plesk;https://cookiedatabase.org/service/plesk/
PLESKSESSID;Plesk;Unknown;with unknown functionality;at least one session;Plesk;https://cookiedatabase.org/service/plesk/
plesk-ga-remember*;Plesk;Unknown;with unknown functionality;at least one session;Plesk;https://cookiedatabase.org/service/plesk/
plesk-ext-social-login-jwt-session;Plesk;Unknown;with unknown functionality;at least one session;Plesk;https://cookiedatabase.org/service/plesk/
pysAddToCartFragmentId;PixelYourSite;Unknown;with unknown functionality;at least one session;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pys_utm_medium;PixelYourSite;Statistics;toProvide parameters to URLs to identify the campaigns that refer traffic.;1 day;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pys_woo_purchase_order_id_facebook;PixelYourSite;Unknown;with unknown functionality;at least one session;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pys_utm_content;PixelYourSite;Statistics;toProvide parameters to URLs to identify the campaigns that refer traffic.;1 day;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pys_fb_pixel_utm_campaign;PixelYourSite;Unknown;with unknown functionality;at least one session;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pys_fb_pixel_utm_term;PixelYourSite;Unknown;with unknown functionality;at least one session;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pys_fb_pixel_traffic_source;PixelYourSite;Unknown;with unknown functionality;at least one session;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pys_fb_pixel_utm_source;PixelYourSite;Unknown;with unknown functionality;at least one session;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pys_fb_event_id;PixelYourSite;Marketing;tostore information for remarketing purposes.;session;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pys_landing_page;PixelYourSite;Statistics;tostore which page was visited first.;session;PixelYourSite;https://cookiedatabase.org/service/pixelyoursite/
pll_language;Polylang;Functional;tostore language settings.;persistent;Polylang;https://cookiedatabase.org/service/polylang/
poptin_user_id;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
poptin_old_user;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
poptin_session;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
poptin_user_country_code;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
poptin_user_ip;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
poptin_client_id;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
poptin_every_visit_session;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
poptin_referrer;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
poptin_origin_landing_page;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
poptin_d_a_x_v_*;Poptin;Unknown;with unknown functionality;at least one session;Poptin;https://cookiedatabase.org/service/poptin/
__pdst;Podsights;Statistics;toStore and track interaction.;persistent;Podsights;https://cookiedatabase.org/service/podsights/
paoc_popup_sess_cookie;Popup Anything;Functional;toprovide a responsive website.;session;Popup Anything;https://cookiedatabase.org/service/popup-anything/
SGPBShowingLimitationHomePage*;PopUp Builder;Unknown;with unknown functionality;at least one session;PopUp Builder;https://cookiedatabase.org/service/popupbuilder/
SGPBShowingLimitationPage*;PopUp Builder;Unknown;with unknown functionality;at least one session;PopUp Builder;https://cookiedatabase.org/service/popupbuilder/
popupally-cookie-*;Popupally;Unknown;with unknown functionality;at least one session;Popupally;https://cookiedatabase.org/service/popupally/
SGPBShowingLimitationDomain*;PopUp Builder;Functional;tostore if a message has been shown.;session;PopUp Builder;https://cookiedatabase.org/service/popupbuilder/
openSnippets;Post Snippets;Functional;toprovide functions across pages.;persistent;Post Snippets;https://cookiedatabase.org/service/post-snippets/
pum-*;Popup Maker;Unknown;with unknown functionality;at least one session;Popup Maker;https://cookiedatabase.org/service/popup-maker/
PrestaShop-*;PrestaShop;Unknown;with unknown functionality;at least one session;PrestaShop;https://cookiedatabase.org/service/prestashop/
pvc_visits_*;Posts View Counter;Unknown;with unknown functionality;at least one session;Posts View Counter;https://cookiedatabase.org/service/posts-view-counter/
pvc_visits;Posts View Counter;Functional;tostore and count pageviews.;1 day;Posts View Counter;https://cookiedatabase.org/service/posts-view-counter/
prli_visitor;Pretty Links;Statistics;with unknown functionality;1 year;Pretty Links;https://cookiedatabase.org/service/pretty-links/
prli_click_*;Pretty Links;Statistics (anonymous);tostore number of visits.;1 year;Pretty Links;https://cookiedatabase.org/service/pretty-links/
pg_beacon;PubGuru;Marketing;with unknown functionality;persistent;PubGuru;https://cookiedatabase.org/service/pubguru/
pg_session_depth;PubGuru;Marketing;tostore number of visits.;persistent;PubGuru;https://cookiedatabase.org/service/pubguru/
pg_pv_time_*;PubGuru;Marketing;tostore and count pageviews.;1 day;PubGuru;https://cookiedatabase.org/service/pubguru/
pg_keypress;PubGuru;Marketing;tostore performed actions on the website.;1 day;PubGuru;https://cookiedatabase.org/service/pubguru/
pg_click;PubGuru;Unknown;with unknown functionality;at least one session;PubGuru;https://cookiedatabase.org/service/pubguru/
pg_mouse_move;PubGuru;Unknown;with unknown functionality;at least one session;PubGuru;https://cookiedatabase.org/service/pubguru/
pg_bot_model;PubGuru;Unknown;with unknown functionality;at least one session;PubGuru;https://cookiedatabase.org/service/pubguru/
pg_tc_response_time;PubGuru;Unknown;with unknown functionality;at least one session;PubGuru;https://cookiedatabase.org/service/pubguru/
pg_ip;PubGuru;Marketing;toread user IP address.;1 month;PubGuru;https://cookiedatabase.org/service/pubguru/
pg_awidth;PubGuru;Unknown;with unknown functionality;at least one session;PubGuru;https://cookiedatabase.org/service/pubguru/
purechat_lead_capture_expanded;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
purechat_acquisition_source;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
purechat_expandSource;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
purechat_hasHadChat;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
purechat_roomId;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
purechat_userId;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
purechat_lastActivity;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
purechat_chatClosed;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
purechat_chatId;Pure Chat;Unknown;with unknown functionality;at least one session;Pure Chat;https://cookiedatabase.org/service/pure-chat/
